1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
660,688.0,3.0,0,512,4,148,453,0,1966.0,1348,1,7590,69.0,266.0,108,5,6,660,1966,1966,155000
728,728.0,3.0,3,648,0,80,410,2,2005.0,1456,0,8199,63.0,0.0,18,5,7,728,2005,2005,189000
1600,0.0,2.0,1,1277,4,207,319,0,1957.0,1600,1,16321,47.0,0.0,258,6,5,1484,1957,1997,207500
1700,0.0,3.0,3,340,0,1342,544,0,2003.0,1700,0,9135,70.0,120.0,23,5,6,1682,2003,2003,200000
808,785.0,3.0,0,0,2,808,389,0,1993.0,1593,1,9636,69.0,0.0,40,5,6,808,1992,1993,178000
1363,0.0,2.0,0,650,4,178,288,1,1951.0,1363,1,14559,75.0,70.0,42,7,5,1008,1951,2000,164900
855,586.0,3.0,0,311,1,544,440,1,1978.0,1441,1,2289,24.0,0.0,0,6,6,855,1978,1978,148500
1710,0.0,2.0,1,1400,-1,310,866,0,2007.0,1710,0,13891,107.0,436.0,102,5,8,1710,2007,2008,372402
1222,888.0,3.0,0,695,0,253,463,0,1994.0,2110,0,8880,69.0,0.0,130,5,7,948,1994,2002,205000
725,754.0,3.0,0,533,0,192,475,0,1976.0,1479,0,13517,69.0,289.0,44,8,6,725,1976,2005,130500
767,0.0,1.0,3,584,0,0,367,2,1998.0,767,1,4058,34.0,182.0,40,5,7,723,1998,1998,133000
664,0.0,3.0,3,554,0,100,426,0,2006.0,1496,0,17104,58.0,0.0,24,5,7,654,2006,2006,179665
1567,0.0,1.0,3,1154,0,366,648,2,2006.0,1567,2,3982,53.0,0.0,0,5,8,1520,2006,2006,264561
1148,0.0,2.0,2,210,5,219,308,1,1952.0,1148,1,6420,57.0,0.0,0,7,5,980,1952,1952,123500
1120,850.0,3.0,2,0,2,1085,753,2,2006.0,1970,2,11065,86.0,788.0,74,5,8,1085,2006,2006,281000
1453,1357.0,4.0,0,482,0,971,750,0,1990.0,2810,0,9572,69.0,336.0,0,5,8,1453,1990,1990,302000
1470,0.0,4.0,0,986,0,484,696,-1,1998.0,2630,0,9200,80.0,473.0,66,5,8,1470,1998,1998,315000
1105,1169.0,5.0,0,443,3,662,480,-1,1960.0,2274,1,11600,80.0,361.0,0,5,5,1105,1960,1960,154300
1261,0.0,3.0,0,662,1,599,433,0,1958.0,1261,1,9120,76.0,0.0,0,6,6,1261,1958,1958,163000
1486,0.0,3.0,0,637,4,849,480,2,1968.0,1486,1,9937,75.0,0.0,0,7,5,1486,1964,1999,167000
773,0.0,2.0,0,570,-1,203,240,1,1953.0,773,1,7677,57.0,0.0,0,5,5,773,1953,1953,110000
1537,0.0,3.0,0,0,-1,1319,462,0,1962.0,1537,0,8400,80.0,237.0,36,9,6,1319,1962,2005,174000
866,913.0,3.0,3,0,2,866,546,0,1998.0,1779,0,10400,80.0,0.0,36,5,7,866,1998,1998,197900
1225,0.0,3.0,0,569,1,381,0,-1,1979.0,1225,1,9320,77.0,0.0,0,5,4,950,1959,1959,128950
848,0.0,1.0,3,659,0,189,420,2,2003.0,848,0,4435,36.0,170.0,0,5,6,848,2003,2003,131500
780,596.0,3.0,0,0,2,780,198,1,1937.0,1376,1,8600,50.0,0.0,0,6,6,780,1937,1950,119500
742,729.0,3.0,0,381,0,348,440,1,1999.0,1471,1,3230,34.0,894.0,24,5,6,729,1999,1999,172500
869,0.0,2.0,0,0,2,440,0,-1,1979.0,869,3,5900,51.0,0.0,0,7,4,440,1923,1958,85500
729,729.0,2.0,0,419,0,310,440,1,1999.0,1458,1,3230,34.0,1129.0,32,5,6,729,1999,1999,176000
894,0.0,3.0,0,762,1,102,440,1,1974.0,894,1,13350,100.0,0.0,0,5,5,864,1974,1974,142500
885,833.0,3.0,0,0,2,832,427,2,1998.0,1718,1,10141,74.0,40.0,94,5,7,832,1998,1998,185000
1701,0.0,3.0,1,1390,1,0,611,2,1975.0,1701,1,16647,69.0,0.0,0,5,5,1390,1975,1981,171000
864,0.0,3.0,0,600,4,264,576,1,1980.0,864,1,12735,69.0,0.0,0,5,4,864,1972,1972,111250
1094,761.0,3.0,0,0,2,528,512,0,1976.0,1855,1,9600,80.0,360.0,100,7,6,528,1976,1994,187000
1651,0.0,3.0,0,1398,1,0,616,2,1986.0,1651,1,12416,47.0,132.0,0,5,6,1606,1986,1986,184000
612,612.0,3.0,3,0,2,612,528,0,2009.0,1224,0,3951,40.0,76.0,234,5,6,612,2009,2009,164500
928,0.0,3.0,0,308,3,620,288,2,1957.0,928,1,6000,50.0,0.0,0,6,5,928,1957,1957,112500
372,720.0,3.0,-1,0,-1,0,0,-1,1979.0,1092,3,5600,70.0,0.0,0,5,4,0,1930,1950,55000
832,809.0,3.0,0,16,5,712,546,1,1925.0,1641,2,9600,60.0,0.0,0,7,7,728,1925,1990,178000
708,708.0,3.0,0,404,1,304,776,0,1968.0,1416,1,11700,90.0,420.0,169,6,6,708,1968,1968,179900
1058,846.0,3.0,3,546,0,512,736,2,2003.0,1904,2,10927,74.0,280.0,60,5,8,1058,2005,2005,275000
936,0.0,2.0,0,248,4,448,308,2,1956.0,936,1,5868,74.0,0.0,0,7,5,936,1956,2000,129000
716,840.0,3.0,0,81,-1,23,452,2,1980.0,1556,1,1950,24.0,0.0,0,6,6,716,1980,1980,151000
864,0.0,2.0,0,120,5,744,400,1,1951.0,864,1,19138,140.0,0.0,0,5,4,864,1951,1951,141000
1654,0.0,3.0,0,986,0,668,900,1,2002.0,1654,0,8125,69.0,295.0,136,5,7,1654,2002,2002,230000
1416,0.0,3.0,0,0,2,816,576,1,2007.0,1416,0,25339,69.0,0.0,0,7,5,816,1918,2007,112000
1268,1097.0,3.0,2,1163,0,89,856,-1,1999.0,2365,0,9430,82.0,673.0,128,5,8,1252,1999,1999,337000
1067,0.0,2.0,0,442,4,625,436,1,1996.0,1067,0,9600,60.0,0.0,0,7,4,1067,1950,1995,128000
1318,584.0,4.0,-1,0,-1,0,539,1,1978.0,1902,1,8930,68.0,0.0,0,5,6,0,1978,1978,112000
1557,0.0,2.0,1,0,2,1374,420,2,2003.0,1557,0,3196,69.0,18.0,20,5,7,1374,2003,2004,234000
1195,644.0,4.0,0,0,2,1195,486,2,1998.0,1839,1,16770,58.0,30.0,81,5,7,1195,1998,1998,221000
